Time,ECG,PPG,HR
18:48:22,-960,-20000,-4696
18:48:22,-892,-20003,-4675
18:48:22,-892,-20003,-4675
18:48:22,-892,-20003,-4675
18:48:22,-892,-20003,-4675
18:48:22,-981,-19980,-4638
18:48:22,-981,-19980,-4638
18:48:22,-981,-19980,-4638
18:48:22,-981,-19980,-4638
18:48:22,-923,-19961,-4608
18:48:22,-923,-19961,-4608
18:48:22,-923,-19961,-4608
18:48:22,-923,-19961,-4608
18:48:22,-792,-19952,-4583
18:48:22,-792,-19952,-4583
18:48:22,-792,-19952,-4583
18:48:22,-792,-19952,-4583
18:48:22,-1148,-19934,-4558
18:48:22,-1148,-19934,-4558
18:48:22,-1148,-19934,-4558
18:48:22,-1148,-19934,-4558
18:48:22,-769,-19925,-4540
18:48:22,-769,-19925,-4540
18:48:22,-769,-19925,-4540
18:48:22,-769,-19925,-4540
18:48:22,-703,-19930,-4529
18:48:22,-703,-19930,-4529
18:48:22,-703,-19930,-4529
18:48:22,-703,-19930,-4529
18:48:22,-699,-19926,-4533
18:48:22,-699,-19926,-4533
18:48:22,-699,-19926,-4533
18:48:22,-699,-19926,-4533
18:48:22,-956,-19938,-4519
18:48:22,-956,-19938,-4519
18:48:22,-956,-19938,-4519
18:48:22,-956,-19938,-4519
18:48:22,-1136,-19936,-4493
18:48:22,-1136,-19936,-4493
18:48:22,-1136,-19936,-4493
18:48:22,-1136,-19936,-4493
18:48:22,-916,-19929,-4491
18:48:22,-916,-19929,-4491
18:48:22,-916,-19929,-4491
18:48:22,-916,-19929,-4491
18:48:22,-988,-19932,-4485
18:48:22,-988,-19932,-4485
18:48:22,-988,-19932,-4485
18:48:22,-988,-19932,-4485
18:48:22,-1144,-19932,-4492
18:48:22,-1144,-19932,-4492
18:48:22,-1144,-19932,-4492
18:48:22,-1144,-19932,-4492
18:48:22,-1073,-19923,-4487
18:48:22,-1073,-19923,-4487
18:48:22,-1073,-19923,-4487
18:48:22,-1073,-19923,-4487
18:48:22,-1037,-19918,-4447
18:48:22,-1037,-19918,-4447
18:48:22,-1037,-19918,-4447
18:48:22,-1037,-19918,-4447
18:48:22,-1012,-19906,-4434
18:48:22,-1012,-19906,-4434
18:48:22,-1012,-19906,-4434
18:48:22,-1012,-19906,-4434
18:48:22,-986,-19918,-4445
18:48:23,-986,-19918,-4445
18:48:23,-986,-19918,-4445
18:48:23,-986,-19918,-4445
18:48:23,-1024,-19918,-4444
18:48:23,-1024,-19918,-4444
18:48:23,-1024,-19918,-4444
18:48:23,-1024,-19918,-4444
18:48:23,-1059,-19916,-4418
18:48:23,-1059,-19916,-4418
18:48:23,-1059,-19916,-4418
18:48:23,-1059,-19916,-4418
18:48:23,-1027,-19892,-4405
18:48:23,-1027,-19892,-4405
18:48:23,-1027,-19892,-4405
18:48:23,-1027,-19892,-4405
18:48:23,-996,-19899,-4378
18:48:23,-996,-19899,-4378
18:48:23,-996,-19899,-4378
18:48:23,-996,-19899,-4378
18:48:23,-976,-19883,-4400
18:48:23,-976,-19883,-4400
18:48:23,-976,-19883,-4400
18:48:23,-976,-19883,-4400
18:48:23,-868,-19904,-4413
18:48:23,-868,-19904,-4413
18:48:23,-868,-19904,-4413
18:48:23,-868,-19904,-4413
18:48:23,-1113,-19941,-4539
18:48:23,-1113,-19941,-4539
18:48:23,-1113,-19941,-4539
18:48:23,-1113,-19941,-4539
18:48:23,-1173,-19982,-4619
18:48:23,-1173,-19982,-4619
18:48:23,-1173,-19982,-4619
18:48:23,-1173,-19982,-4619
18:48:23,-1274,-20007,-4684
18:48:23,-1274,-20007,-4684
18:48:23,-1274,-20007,-4684
18:48:23,-1274,-20007,-4684
18:48:23,-1064,-20026,-4707
18:48:23,-1064,-20026,-4707
18:48:23,-1064,-20026,-4707
18:48:23,-1064,-20026,-4707
18:48:23,-1200,-20015,-4724
18:48:23,-1200,-20015,-4724
18:48:23,-1200,-20015,-4724
18:48:23,-1200,-20015,-4724
18:48:23,-1031,-20003,-4716
18:48:23,-1031,-20003,-4716
18:48:23,-1031,-20003,-4716
18:48:23,-1031,-20003,-4716
18:48:23,-1008,-20003,-4713
18:48:23,-1008,-20003,-4713
18:48:23,-1008,-20003,-4713
18:48:23,-1008,-20003,-4713
18:48:23,-871,-19988,-4681
18:48:23,-871,-19988,-4681
18:48:23,-871,-19988,-4681
18:48:23,-871,-19988,-4681
18:48:23,-972,-19968,-4647
18:48:23,-972,-19968,-4647
18:48:23,-972,-19968,-4647
18:48:23,-972,-19968,-4647
18:48:23,-820,-19977,-4647
18:48:23,-820,-19977,-4647
18:48:23,-820,-19977,-4647
18:48:23,-820,-19977,-4647
18:48:23,-893,-19983,-4635
18:48:23,-893,-19983,-4635
18:48:23,-893,-19983,-4635
18:48:23,-893,-19983,-4635
18:48:23,-923,-19984,-4603
18:48:23,-923,-19984,-4603
18:48:23,-923,-19984,-4603
18:48:23,-923,-19984,-4603
18:48:23,-789,-19958,-4570
18:48:23,-789,-19958,-4570
18:48:23,-789,-19958,-4570
18:48:23,-789,-19958,-4570
18:48:23,-602,-19948,-4557
18:48:23,-602,-19948,-4557
18:48:23,-602,-19948,-4557
18:48:23,-602,-19948,-4557
18:48:23,-345,-19958,-4566
18:48:23,-345,-19958,-4566
18:48:23,-345,-19958,-4566
18:48:23,-345,-19958,-4566
18:48:23,-455,-19973,-4571
18:48:23,-455,-19973,-4571
18:48:23,-455,-19973,-4571
18:48:23,-455,-19973,-4571
18:48:23,-524,-19966,-4574
18:48:23,-524,-19966,-4574
18:48:23,-524,-19966,-4574
18:48:23,-524,-19966,-4574
18:48:23,-462,-19958,-4562
18:48:23,-462,-19958,-4562
18:48:23,-462,-19958,-4562
18:48:23,-462,-19958,-4562
18:48:23,-421,-19957,-4542
18:48:23,-421,-19957,-4542
18:48:23,-421,-19957,-4542
18:48:23,-421,-19957,-4542
18:48:23,-335,-19952,-4532
18:48:23,-335,-19952,-4532
18:48:23,-335,-19952,-4532
18:48:23,-335,-19952,-4532
18:48:23,-551,-19931,-4512
18:48:23,-551,-19931,-4512
18:48:23,-551,-19931,-4512
18:48:23,-551,-19931,-4512
18:48:23,-281,-19920,-4484
18:48:23,-281,-19920,-4484
18:48:23,-281,-19920,-4484
18:48:23,-281,-19920,-4484
18:48:23,-393,-19913,-4472
18:48:23,-393,-19913,-4472
18:48:23,-393,-19913,-4472
18:48:23,-393,-19913,-4472
18:48:23,-320,-19906,-4444
18:48:23,-320,-19906,-4444
18:48:23,-320,-19906,-4444
18:48:23,-320,-19906,-4444
18:48:23,-346,-19899,-4428
18:48:23,-346,-19899,-4428
18:48:23,-346,-19899,-4428
18:48:23,-346,-19899,-4428
18:48:23,-294,-19894,-4407
18:48:23,-294,-19894,-4407
18:48:23,-294,-19894,-4407
18:48:23,-294,-19894,-4407
18:48:23,-448,-19873,-4380
18:48:23,-448,-19873,-4380
18:48:23,-448,-19873,-4380
18:48:23,-448,-19873,-4380
18:48:23,-295,-19871,-4378
18:48:23,-295,-19871,-4378
18:48:23,-295,-19871,-4378
18:48:23,-295,-19871,-4378
18:48:23,-326,-19880,-4364
18:48:23,-326,-19880,-4364
18:48:23,-326,-19880,-4364
18:48:23,-326,-19880,-4364
18:48:23,-295,-19870,-4355
18:48:23,-295,-19870,-4355
18:48:23,-295,-19870,-4355
18:48:23,-295,-19870,-4355
18:48:23,-236,-19858,-4339
18:48:23,-236,-19858,-4339
18:48:23,-236,-19858,-4339
18:48:23,-236,-19858,-4339
18:48:23,-364,-19862,-4331
18:48:23,-364,-19862,-4331
18:48:23,-364,-19862,-4331
18:48:23,-364,-19862,-4331
18:48:23,-279,-19870,-4348
18:48:23,-279,-19870,-4348
18:48:23,-279,-19870,-4348
18:48:23,-279,-19870,-4348
18:48:23,-189,-19875,-4356
18:48:23,-189,-19875,-4356
18:48:23,-189,-19875,-4356
18:48:23,-189,-19875,-4356
18:48:23,-160,-19876,-4336
