Time,ECG,PPG,HR
13:24:13,33,1869,1962
13:24:13,33,1869,1962
13:24:13,-17,1869,1962
13:24:13,-17,1869,1962
13:24:13,-17,1869,1962
13:24:13,-17,1869,1962
13:24:13,87,1868,1962
13:24:13,87,1868,1962
13:24:13,87,1868,1962
13:24:13,87,1868,1962
13:24:13,125,1868,1963
13:24:13,125,1868,1963
13:24:13,125,1868,1963
13:24:13,125,1868,1963
13:24:13,148,1867,1960
13:24:13,148,1867,1960
13:24:13,148,1867,1960
13:24:13,148,1867,1960
13:24:13,66,1869,1960
13:24:13,66,1869,1960
13:24:13,66,1869,1960
13:24:13,66,1869,1960
13:24:13,88,1868,1962
13:24:13,88,1868,1962
13:24:13,88,1868,1962
13:24:13,88,1868,1962
13:24:13,68,1868,1961
13:24:13,68,1868,1961
13:24:13,68,1868,1961
13:24:13,68,1868,1961
13:24:13,-2,1870,1962
13:24:13,-2,1870,1962
13:24:13,-2,1870,1962
13:24:13,-2,1870,1962
13:24:13,155,1867,1961
13:24:13,155,1867,1961
13:24:13,155,1867,1961
13:24:13,155,1867,1961
13:24:13,75,1869,1960
13:24:13,75,1869,1960
13:24:13,75,1869,1960
13:24:13,75,1869,1960
13:24:13,80,1869,1962
13:24:13,80,1869,1962
13:24:13,80,1869,1962
13:24:13,80,1869,1962
13:24:13,181,1868,1961
13:24:13,181,1868,1961
13:24:13,181,1868,1961
13:24:13,181,1868,1961
13:24:13,129,1870,1961
13:24:13,129,1870,1961
13:24:13,129,1870,1961
13:24:13,129,1870,1961
13:24:13,152,1870,1962
13:24:13,152,1870,1962
13:24:13,152,1870,1962
13:24:13,152,1870,1962
13:24:13,145,1872,1963
13:24:13,145,1872,1963
13:24:13,145,1872,1963
13:24:13,145,1872,1963
13:24:13,14,1881,1969
13:24:13,14,1881,1969
13:24:13,14,1881,1969
13:24:13,14,1881,1969
13:24:13,125,1896,1986
13:24:13,125,1896,1986
13:24:13,125,1896,1986
13:24:13,125,1896,1986
13:24:13,175,1928,2012
13:24:13,175,1928,2012
13:24:13,175,1928,2012
13:24:13,175,1928,2012
13:24:13,54,1977,2064
13:24:13,54,1977,2064
13:24:13,54,1977,2064
13:24:13,54,1977,2064
13:24:13,95,2029,2124
13:24:13,95,2029,2124
13:24:13,95,2029,2124
13:24:13,95,2029,2124
13:24:13,76,2089,2193
13:24:13,76,2089,2193
13:24:13,76,2089,2193
13:24:13,76,2089,2193
13:24:13,127,2144,2256
13:24:13,127,2144,2256
13:24:13,127,2144,2256
13:24:13,127,2144,2256
13:24:13,170,2221,2338
13:24:13,170,2221,2338
13:24:13,170,2221,2338
13:24:13,170,2221,2338
13:24:13,179,2333,2464
13:24:13,179,2333,2464
13:24:13,179,2333,2464
13:24:14,179,2333,2464
13:24:14,65,2504,2651
13:24:14,65,2504,2651
13:24:14,65,2504,2651
13:24:14,65,2504,2651
13:24:14,58,2776,2954
13:24:14,58,2776,2954
13:24:14,58,2776,2954
13:24:14,58,2776,2954
13:24:14,228,3171,3390
13:24:14,228,3171,3390
13:24:14,228,3171,3390
13:24:14,228,3171,3390
13:24:14,149,3658,3929
13:24:14,149,3658,3929
13:24:14,149,3658,3929
13:24:14,149,3658,3929
13:24:14,157,4217,4537
13:24:14,157,4217,4537
13:24:14,157,4217,4537
13:24:14,157,4217,4537
13:24:14,153,5118,5504
13:24:14,153,5118,5504
