Time,ECG,PPG,HR
13:19:18,-418,1882,1987
13:19:18,-418,1882,1987
13:19:18,-418,1882,1987
13:19:18,-418,1882,1987
13:19:18,-617,1882,1988
13:19:18,-617,1882,1988
13:19:18,-617,1882,1988
13:19:18,-617,1882,1988
13:19:18,-628,1881,1986
13:19:18,-628,1881,1986
13:19:18,-628,1881,1986
13:19:18,-628,1881,1986
13:19:18,-535,1881,1985
13:19:18,-535,1881,1985
13:19:18,-535,1881,1985
13:19:18,-535,1881,1985
13:19:18,-556,1881,1988
13:19:18,-556,1881,1988
13:19:18,-556,1881,1988
13:19:18,-556,1881,1988
13:19:18,-561,1881,1987
13:19:18,-561,1881,1987
13:19:18,-561,1881,1987
13:19:18,-561,1881,1987
13:19:18,-498,1882,1987
13:19:18,-498,1882,1987
13:19:18,-498,1882,1987
13:19:18,-498,1882,1987
13:19:18,-635,1881,1987
13:19:18,-635,1881,1987
13:19:18,-635,1881,1987
13:19:18,-635,1881,1987
13:19:18,-428,1882,1987
13:19:18,-428,1882,1987
13:19:18,-428,1882,1987
13:19:18,-428,1882,1987
13:19:18,-463,1884,1988
13:19:18,-463,1884,1988
13:19:18,-463,1884,1988
13:19:18,-463,1884,1988
13:19:18,-578,1882,1987
13:19:18,-578,1882,1987
13:19:18,-578,1882,1987
13:19:18,-578,1882,1987
13:19:18,-466,1881,1988
13:19:18,-466,1881,1988
13:19:18,-466,1881,1988
13:19:18,-466,1881,1988
13:19:18,-514,1881,1986
13:19:18,-514,1881,1986
13:19:18,-514,1881,1986
13:19:18,-514,1881,1986
13:19:18,-609,1881,1987
13:19:18,-609,1881,1987
13:19:18,-609,1881,1987
13:19:18,-609,1881,1987
13:19:18,-572,1881,1986
13:19:18,-572,1881,1986
13:19:18,-572,1881,1986
13:19:18,-572,1881,1986
13:19:18,-548,1881,1987
13:19:18,-548,1881,1987
13:19:18,-548,1881,1987
13:19:18,-548,1881,1987
13:19:18,-507,1882,1987
13:19:18,-507,1882,1987
13:19:18,-507,1882,1987
13:19:18,-507,1882,1987
13:19:18,-435,1882,1986
13:19:18,-435,1882,1986
13:19:18,-435,1882,1986
13:19:18,-435,1882,1986
13:19:18,-493,1882,1986
13:19:18,-493,1882,1986
13:19:18,-493,1882,1986
13:19:18,-493,1882,1986
13:19:18,-562,1882,1988
13:19:18,-562,1882,1988
13:19:18,-562,1882,1988
13:19:18,-562,1882,1988
13:19:18,-429,1881,1986
13:19:18,-429,1881,1986
13:19:18,-429,1881,1986
13:19:18,-429,1881,1986
13:19:18,-529,1882,1986
13:19:18,-529,1882,1986
13:19:18,-529,1882,1986
13:19:18,-529,1882,1986
13:19:18,-465,1881,1986
13:19:18,-465,1881,1986
13:19:18,-465,1881,1986
13:19:18,-465,1881,1986
13:19:18,-485,1880,1987
13:19:18,-485,1880,1987
13:19:18,-485,1880,1987
13:19:18,-485,1880,1987
13:19:18,-620,1881,1986
13:19:18,-620,1881,1986
13:19:18,-620,1881,1986
13:19:18,-620,1881,1986
13:19:18,-335,1880,1986
13:19:18,-335,1880,1986
13:19:18,-335,1880,1986
13:19:18,-335,1880,1986
13:19:18,-525,1881,1987
13:19:18,-525,1881,1987
13:19:18,-525,1881,1987
13:19:18,-525,1881,1987
13:19:18,-522,1883,1987
13:19:18,-522,1883,1987
13:19:18,-522,1883,1987
13:19:18,-522,1883,1987
13:19:18,-397,1881,1987
13:19:18,-397,1881,1987
13:19:18,-397,1881,1987
13:19:18,-397,1881,1987
13:19:18,-529,1882,1988
13:19:18,-529,1882,1988
13:19:18,-529,1882,1988
13:19:18,-529,1882,1988
13:19:18,-493,1882,1987
13:19:18,-493,1882,1987
13:19:18,-493,1882,1987
13:19:18,-493,1882,1987
13:19:18,-520,1882,1986
13:19:18,-520,1882,1986
13:19:18,-520,1882,1986
13:19:18,-520,1882,1986
13:19:18,-458,1881,1988
13:19:18,-458,1881,1988
13:19:18,-458,1881,1988
13:19:18,-458,1881,1988
13:19:18,-440,1880,1985
13:19:18,-440,1880,1985
13:19:18,-440,1880,1985
13:19:18,-440,1880,1985
13:19:18,-513,1882,1986
13:19:18,-513,1882,1986
13:19:18,-513,1882,1986
13:19:18,-513,1882,1986
13:19:18,-614,1881,1985
13:19:18,-614,1881,1985
13:19:18,-614,1881,1985
13:19:18,-614,1881,1985
13:19:18,-392,1881,1986
13:19:18,-392,1881,1986
13:19:18,-392,1881,1986
13:19:18,-392,1881,1986
13:19:18,-548,1882,1987
13:19:18,-548,1882,1987
13:19:18,-548,1882,1987
13:19:18,-548,1882,1987
13:19:18,-495,1881,1986
13:19:18,-495,1881,1986
13:19:18,-495,1881,1986
13:19:18,-495,1881,1986
13:19:18,-472,1882,1987
13:19:18,-472,1882,1987
13:19:18,-472,1882,1987
13:19:18,-472,1882,1987
13:19:19,-463,1884,1987
13:19:19,-463,1884,1987
13:19:19,-463,1884,1987
13:19:19,-463,1884,1987
13:19:19,-535,1881,1987
13:19:19,-535,1881,1987
13:19:19,-535,1881,1987
13:19:19,-535,1881,1987
13:19:19,-484,1882,1986
13:19:19,-484,1882,1986
13:19:19,-484,1882,1986
13:19:19,-484,1882,1986
13:19:19,-429,1881,1985
13:19:19,-429,1881,1985
13:19:19,-429,1881,1985
13:19:19,-429,1881,1985
13:19:19,-500,1881,1988
13:19:19,-500,1881,1988
13:19:19,-500,1881,1988
13:19:19,-500,1881,1988
13:19:19,-490,1880,1986
13:19:19,-490,1880,1986
13:19:19,-490,1880,1986
13:19:19,-490,1880,1986
13:19:19,-484,1880,1987
13:19:19,-484,1880,1987
13:19:19,-484,1880,1987
13:19:19,-484,1880,1987
13:19:19,-551,1883,1987
13:19:19,-551,1883,1987
13:19:19,-551,1883,1987
13:19:19,-551,1883,1987
13:19:19,-426,1881,1987
13:19:19,-426,1881,1987
13:19:19,-426,1881,1987
13:19:19,-426,1881,1987
13:19:19,-342,1881,1985
13:19:19,-342,1881,1985
13:19:19,-342,1881,1985
13:19:19,-342,1881,1985
13:19:19,-456,1881,1987
13:19:19,-456,1881,1987
13:19:19,-456,1881,1987
13:19:19,-456,1881,1987
13:19:19,-375,1882,1988
13:19:19,-375,1882,1988
13:19:19,-375,1882,1988
13:19:19,-375,1882,1988
13:19:19,-325,1881,1985
13:19:19,-325,1881,1985
13:19:19,-325,1881,1985
13:19:19,-325,1881,1985
13:19:19,-429,1881,1986
13:19:19,-429,1881,1986
13:19:19,-429,1881,1986
13:19:19,-429,1881,1986
13:19:19,-449,1882,1985
13:19:19,-449,1882,1985
13:19:19,-449,1882,1985
13:19:19,-449,1882,1985
13:19:19,-367,1882,1987
13:19:19,-367,1882,1987
13:19:19,-367,1882,1987
13:19:19,-367,1882,1987
13:19:19,-413,1882,1989
13:19:19,-413,1882,1989
13:19:19,-413,1882,1989
13:19:19,-413,1882,1989
13:19:19,-521,1889,1992
13:19:19,-521,1889,1992
13:19:19,-521,1889,1992
13:19:19,-521,1889,1992
13:19:19,-328,1900,2000
13:19:19,-328,1900,2000
13:19:19,-328,1900,2000
13:19:19,-328,1900,2000
13:19:19,-460,1914,2017
13:19:19,-460,1914,2017
13:19:19,-460,1914,2017
13:19:19,-460,1914,2017
13:19:19,-504,1941,2043
13:19:19,-504,1941,2043
13:19:19,-504,1941,2043
13:19:19,-504,1941,2043
13:19:19,-270,1974,2080
13:19:19,-270,1974,2080
13:19:19,-270,1974,2080
13:19:19,-270,1974,2080
13:19:19,-410,2019,2130
13:19:19,-410,2019,2130
13:19:19,-410,2019,2130
13:19:19,-410,2019,2130
13:19:19,-369,2080,2200
13:19:19,-369,2080,2200
13:19:19,-369,2080,2200
13:19:19,-369,2080,2200
13:19:19,-371,2160,2285
13:19:19,-371,2160,2285
13:19:19,-371,2160,2285
13:19:19,-371,2160,2285
13:19:19,-451,2280,2412
13:19:19,-451,2280,2412
13:19:19,-451,2280,2412
13:19:19,-451,2280,2412
13:19:19,-319,2490,2638
13:19:19,-319,2490,2638
13:19:19,-319,2490,2638
